time_days,layer,i,j,pressure_psia,sw,sg
11.506944,2,2,7,4786.369526,0.200005,0.000000
11.506944,2,3,7,4783.433978,0.200008,0.000000
11.506944,2,4,7,4777.936422,0.200015,0.000000
11.506944,2,5,7,4768.535468,0.200026,0.000000
11.506944,2,6,7,4753.557985,0.200044,0.000000
11.506944,2,7,7,4731.562548,0.200070,0.000001
11.506944,2,8,7,4702.704227,0.200105,0.000000
11.506944,2,9,7,4671.160846,0.200143,0.000001
11.506944,2,10,7,4647.776718,0.200171,0.000001
11.506944,2,1,8,4786.897415,0.200004,0.000000
11.506944,2,2,8,4785.228414,0.200006,0.000000
11.506944,2,3,8,4781.260298,0.200011,0.000000
11.506944,2,4,8,4773.646981,0.200020,0.000000
11.506944,2,5,8,4760.175926,0.200036,0.000000
11.506944,2,6,8,4737.723122,0.200063,0.000001
11.506944,2,7,8,4702.704227,0.200105,0.000000
11.506944,2,8,8,4652.832817,0.200165,0.000001
11.506944,2,9,8,4591.784200,0.200238,0.000001
11.506944,2,10,8,4538.937392,0.200301,0.000001
11.506944,2,1,9,4786.295974,0.200005,0.000000
11.506944,2,2,9,4784.255238,0.200007,0.000000
11.506944,2,3,9,4779.349331,0.200013,0.000000
11.506944,2,4,9,4769.742818,0.200025,0.000000
11.506944,2,5,9,4752.226786,0.200045,0.000000
11.506944,2,6,9,4721.758733,0.200082,0.000000
11.506944,2,7,9,4671.160846,0.200143,0.000001
11.506944,2,8,9,4591.784200,0.200238,0.000001
11.506944,2,9,9,4478.188644,0.200374,0.000002
11.506944,2,10,9,4349.858443,0.200528,0.000003
11.506944,2,1,10,4785.948614,0.200005,0.000000
11.506944,2,2,10,4783.686178,0.200008,0.000000
11.506944,2,3,10,4778.208988,0.200014,0.000000
11.506944,2,4,10,4767.347266,0.200027,0.000000
11.506944,2,5,10,4747.157973,0.200052,0.000000
11.506944,2,6,10,4710.972763,0.200095,0.000000
11.506944,2,7,10,4647.776718,0.200171,0.000001
11.506944,2,8,10,4538.937392,0.200301,0.000001
11.506944,2,9,10,4349.858443,0.200528,0.000003
11.506944,2,10,10,4005.542539,0.200941,0.000670
11.506944,3,1,1,4801.614081,0.199998,0.000000
11.506944,3,2,1,4800.821445,0.199999,0.000000
11.506944,3,3,1,4800.245685,0.200000,0.000002
11.506944,3,4,1,4799.697288,0.200001,0.000000
11.506944,3,5,1,4799.101855,0.200001,0.000000
11.506944,3,6,1,4798.434113,0.200002,0.000000
11.506944,3,7,1,4797.705693,0.200003,0.000000
11.506944,3,8,1,4796.982050,0.200004,0.000000
11.506944,3,9,1,4796.380632,0.200005,0.000000
11.506944,3,10,1,4796.033285,0.200005,0.000000
11.506944,3,1,2,4800.821445,0.199999,0.000000
11.506944,3,2,2,4800.453558,0.200000,0.000004
11.506944,3,3,2,4799.939976,0.200000,0.000001
11.506944,3,4,2,4799.305473,0.200001,0.000001
11.506944,3,5,2,4798.521340,0.200002,0.000002
11.506944,3,6,2,4797.561876,0.200003,0.000000
11.506944,3,7,2,4796.454163,0.200005,0.000000
11.506944,3,8,2,4795.313080,0.200006,0.000000
11.506944,3,9,2,4794.339922,0.200007,0.000000
11.506944,3,10,2,4793.770870,0.200008,0.000000
11.506944,3,1,3,4800.245685,0.200000,0.000002
11.506944,3,2,3,4799.939976,0.200000,0.000001
11.506944,3,3,3,4799.350093,0.200001,0.000002
11.506944,3,4,3,4798.459758,0.200002,0.000003
11.506944,3,5,3,4797.208644,0.200004,0.000000
11.506944,3,6,3,4795.546155,0.200006,0.000001
11.506944,3,7,3,4793.518658,0.200008,0.000001
11.506944,3,8,3,4791.344986,0.200011,0.000001
11.506944,3,9,3,4789.434008,0.200013,0.000000
11.506944,3,10,3,4788.293652,0.200014,0.000000
11.506944,3,1,4,4799.697288,0.200001,0.000000
11.506944,3,2,4,4799.305473,0.200001,0.000001
11.506944,3,3,4,4798.459758,0.200002,0.000003
11.506944,3,4,4,4797.041953,0.200004,0.000000
11.506944,3,5,4,4794.889351,0.200006,0.000001
11.506944,3,6,4,4791.868838,0.200010,0.000001
11.506944,3,7,4,4788.021093,0.200015,0.000002
11.506944,3,8,4,4783.731574,0.200020,0.000000
11.506944,3,9,4,4779.827297,0.200025,0.000000
11.506944,3,10,4,4777.431656,0.200027,0.000000
11.506944,3,1,5,4799.101855,0.200001,0.000000
11.506944,3,2,5,4798.521340,0.200002,0.000002
11.506944,3,3,5,4797.208644,0.200004,0.000000
11.506944,3,4,5,4794.889351,0.200006,0.000001
11.506944,3,5,5,4791.199830,0.200011,0.000001
11.506944,3,6,5,4785.798119,0.200017,0.000003
11.506944,3,7,5,4778.619943,0.200026,0.000000
11.506944,3,8,5,4770.260076,0.200036,0.000000
11.506944,3,9,5,4762.310526,0.200045,0.000001
11.506944,3,10,5,4757.241406,0.200052,0.000000
11.506944,3,1,6,4798.434113,0.200002,0.000000
11.506944,3,2,6,4797.561876,0.200003,0.000000
11.506944,3,3,6,4795.546155,0.200006,0.000001
11.506944,3,4,6,4791.868838,0.200010,0.000001
11.506944,3,5,6,4785.798119,0.200017,0.000003
11.506944,3,6,6,4776.536520,0.200028,0.000000
11.506944,3,7,6,4763.641854,0.200044,0.000001
11.506944,3,8,6,4747.806060,0.200063,0.000002
11.506944,3,9,6,4731.840512,0.200082,0.000000
11.506944,3,10,6,4721.053651,0.200095,0.000000
11.506944,3,1,7,4797.705693,0.200003,0.000000
11.506944,3,2,7,4796.454163,0.200005,0.000000
11.506944,3,3,7,4793.518658,0.200008,0.000001
11.506944,3,4,7,4788.021093,0.200015,0.000002
11.506944,3,5,7,4778.619943,0.200026,0.000000
11.506944,3,6,7,4763.641854,0.200044,0.000001
11.506944,3,7,7,4741.645108,0.200070,0.000002
11.506944,3,8,7,4712.784568,0.200105,0.000000
11.506944,3,9,7,4681.238300,0.200143,0.000001
11.506944,3,10,7,4657.851775,0.200171,0.000001
11.506944,3,1,8,4796.982050,0.200004,0.000000
11.506944,3,2,8,4795.313080,0.200006,0.000000
11.506944,3,3,8,4791.344986,0.200011,0.000001
11.506944,3,4,8,4783.731574,0.200020,0.000000
11.506944,3,5,8,4770.260076,0.200036,0.000000
11.506944,3,6,8,4747.806060,0.200063,0.000002
11.506944,3,7,8,4712.784568,0.200105,0.000000
11.506944,3,8,8,4662.908553,0.200165,0.000002
11.506944,3,9,8,4601.853375,0.200238,0.000001
11.506944,3,10,8,4549.000241,0.200301,0.000001
11.506944,3,1,9,4796.380632,0.200005,0.000000
11.506944,3,2,9,4794.339922,0.200007,0.000000
11.506944,3,3,9,4789.434008,0.200013,0.000000
11.506944,3,4,9,4779.827297,0.200025,0.000000
11.506944,3,5,9,4762.310526,0.200045,0.000001
11.506944,3,6,9,4731.840512,0.200082,0.000000
11.506944,3,7,9,4681.238300,0.200143,0.000001
11.506944,3,8,9,4601.853375,0.200238,0.000001
11.506944,3,9,9,4488.244146,0.200374,0.000002
11.506944,3,10,9,4359.883233,0.200528,0.000003
11.506944,3,1,10,4796.033285,0.200005,0.000000
11.506944,3,2,10,4793.770870,0.200008,0.000000
11.506944,3,3,10,4788.293652,0.200014,0.000000
11.506944,3,4,10,4777.431656,0.200027,0.000000
11.506944,3,5,10,4757.241406,0.200052,0.000000
11.506944,3,6,10,4721.053651,0.200095,0.000000
11.506944,3,7,10,4657.851775,0.200171,0.000001
11.506944,3,8,10,4549.000241,0.200301,0.000001
11.506944,3,9,10,4359.883233,0.200528,0.000003
11.506944,3,10,10,4011.856988,0.200946,0.000213
13.315278,1,1,1,4784.979719,0.199999,0.000852
13.315278,1,2,1,4784.079554,0.200000,0.000000
13.315278,1,3,1,4783.352957,0.200001,0.000004
13.315278,1,4,1,4782.579353,0.200002,0.000001
13.315278,1,5,1,4781.677701,0.200003,0.000000
13.315278,1,6,1,4780.642154,0.200004,0.000000
13.315278,1,7,1,4779.520497,0.200005,0.000000
13.315278,1,8,1,4778.428947,0.200007,0.000000
13.315278,1,9,1,4777.540323,0.200008,0.000000
13.315278,1,10,1,4777.034060,0.200008,0.000000
13.315278,1,1,2,4784.079554,0.200000,0.000000
13.315278,1,2,2,4783.612262,0.200000,0.000011
13.315278,1,3,2,4782.911375,0.200001,0.000004
13.315278,1,4,2,4781.988307,0.200002,0.000003
13.315278,1,5,2,4780.807671,0.200004,0.000005
13.315278,1,6,2,4779.370026,0.200005,0.000001
13.315278,1,7,2,4777.749471,0.200007,0.000001
13.315278,1,8,2,4776.124225,0.200009,0.000001
13.315278,1,9,2,4774.767903,0.200011,0.000001
13.315278,1,10,2,4773.986354,0.200012,0.000000
13.315278,1,1,3,4783.352957,0.200001,0.000004
13.315278,1,2,3,4782.911375,0.200001,0.000004
13.315278,1,3,3,4782.047565,0.200002,0.000004
13.315278,1,4,3,4780.728231,0.200004,0.000007
13.315278,1,5,3,4778.894248,0.200006,0.000001
13.315278,1,6,3,4776.524329,0.200009,0.000001
13.315278,1,7,3,4773.727196,0.200012,0.000003
13.315278,1,8,3,4770.816494,0.200016,0.000002
13.315278,1,9,3,4768.316619,0.200019,0.000000
13.315278,1,10,3,4766.848504,0.200020,0.000000
13.315278,1,1,4,4782.579353,0.200002,0.000001
13.315278,1,2,4,4781.988307,0.200002,0.000003
13.315278,1,3,4,4780.728231,0.200004,0.000007
13.315278,1,4,4,4778.666606,0.200006,0.000000
13.315278,1,5,4,4775.635294,0.200010,0.000001
13.315278,1,6,4,4771.535867,0.200015,0.000004
13.315278,1,7,4,4766.498395,0.200021,0.000004
13.315278,1,8,4,4761.057094,0.200027,0.000000
13.315278,1,9,4,4756.228200,0.200033,0.000000
13.315278,1,10,4,4753.315796,0.200037,0.000001
13.315278,1,1,5,4781.677701,0.200003,0.000000
13.315278,1,2,5,4780.807671,0.200004,0.000005
13.315278,1,3,5,4778.894248,0.200006,0.000001
13.315278,1,4,5,4775.635294,0.200010,0.000001
13.315278,1,5,5,4770.652173,0.200016,0.000004
13.315278,1,6,5,4763.643200,0.200024,0.000007
13.315278,1,7,5,4754.674723,0.200035,0.000000
13.315278,1,8,5,4744.571353,0.200047,0.000000
13.315278,1,9,5,4735.219856,0.200058,0.000003
13.315278,1,10,5,4729.367711,0.200065,0.000000
13.315278,1,1,6,4780.642154,0.200004,0.000000
13.315278,1,2,6,4779.370026,0.200005,0.000001
13.315278,1,3,6,4776.524329,0.200009,0.000001
13.315278,1,4,6,4771.535867,0.200015,0.000004
13.315278,1,5,6,4763.643200,0.200024,0.000007
13.315278,1,6,6,4752.099409,0.200038,0.000001
13.315278,1,7,6,4736.648238,0.200057,0.000004
13.315278,1,8,6,4718.320974,0.200078,0.000005
13.315278,1,9,6,4700.364215,0.200100,0.000000
13.315278,1,10,6,4688.481185,0.200114,0.000000
13.315278,1,1,7,4779.520497,0.200005,0.000000
13.315278,1,2,7,4777.749471,0.200007,0.000001
13.315278,1,3,7,4773.727196,0.200012,0.000003
13.315278,1,4,7,4766.498395,0.200021,0.000004
13.315278,1,5,7,4754.674723,0.200035,0.000000
13.315278,1,6,7,4736.648238,0.200057,0.000004
13.315278,1,7,7,4711.235964,0.200087,0.000005
13.315278,1,8,7,4679.076280,0.200125,0.000001
13.315278,1,9,7,4644.966892,0.200166,0.000001
13.315278,1,10,7,4620.255119,0.200196,0.000002
13.315278,1,1,8,4778.428947,0.200007,0.000000
13.315278,1,2,8,4776.124225,0.200009,0.000001
13.315278,1,3,8,4770.816494,0.200016,0.000002
13.315278,1,4,8,4761.057094,0.200027,0.000000
13.315278,1,5,8,4744.571353,0.200047,0.000000
13.315278,1,6,8,4718.320974,0.200078,0.000005
13.315278,1,7,8,4679.076280,0.200125,0.000001
13.315278,1,8,8,4625.240369,0.200190,0.000004
13.315278,1,9,8,4561.395143,0.200266,0.000002
13.315278,1,10,8,4507.522083,0.200331,0.000002
13.315278,1,1,9,4777.540323,0.200008,0.000000
13.315278,1,2,9,4774.767903,0.200011,0.000001
13.315278,1,3,9,4768.316619,0.200019,0.000000
13.315278,1,4,9,4756.228200,0.200033,0.000000
13.315278,1,5,9,4735.219856,0.200058,0.000003
13.315278,1,6,9,4700.364215,0.200100,0.000000
13.315278,1,7,9,4644.966892,0.200166,0.000001
13.315278,1,8,9,4561.395143,0.200266,0.000002
13.315278,1,9,9,4445.768195,0.200405,0.000002
13.315278,1,10,9,4318.874872,0.200557,0.000015
13.315278,1,1,10,4777.034060,0.200008,0.000000
13.315278,1,2,10,4773.986354,0.200012,0.000000
13.315278,1,3,10,4766.848504,0.200020,0.000000
13.315278,1,4,10,4753.315796,0.200037,0.000001
13.315278,1,5,10,4729.367711,0.200065,0.000000
13.315278,1,6,10,4688.481185,0.200114,0.000000
13.315278,1,7,10,4620.255119,0.200196,0.000002
13.315278,1,8,10,4507.522083,0.200331,0.000002
13.315278,1,9,10,4318.874872,0.200557,0.000015
13.315278,1,10,10,3988.974050,0.200953,0.002629
13.315278,2,1,1,4791.276269,0.199999,0.000000
13.315278,2,2,1,4790.382285,0.200000,0.000000
13.315278,2,3,1,4789.655949,0.200001,0.000000
13.315278,2,4,1,4788.882730,0.200002,0.000000
13.315278,2,5,1,4787.981613,0.200003,0.000000
13.315278,2,6,1,4786.946714,0.200004,0.000000
13.315278,2,7,1,4785.825748,0.200005,0.000000
13.315278,2,8,1,4784.734841,0.200007,0.000000
13.315278,2,9,1,4783.846715,0.200008,0.000000
13.315278,2,10,1,4783.340727,0.200008,0.000000
13.315278,2,1,2,4790.382285,0.200000,0.000000
13.315278,2,2,2,4789.915173,0.200000,0.000001
13.315278,2,3,2,4789.214601,0.200001,0.000000
13.315278,2,4,2,4788.292032,0.200002,0.000000
13.315278,2,5,2,4787.112088,0.200004,0.000001
13.315278,2,6,2,4785.675277,0.200005,0.000000
13.315278,2,7,2,4784.055609,0.200007,0.000000
13.315278,2,8,2,4782.431192,0.200009,0.000000
13.315278,2,9,2,4781.075519,0.200011,0.000000
13.315278,2,10,2,4780.294329,0.200012,0.000000
13.315278,2,1,3,4789.655949,0.200001,0.000000
13.315278,2,2,3,4789.214601,0.200001,0.000000
13.315278,2,3,3,4788.351266,0.200002,0.000000
13.315278,2,4,3,4787.032678,0.200004,0.000001
13.315278,2,5,3,4785.199704,0.200006,0.000000
13.315278,2,6,3,4782.830996,0.200009,0.000000
13.315278,2,7,3,4780.035162,0.200012,0.000000
13.315278,2,8,3,4777.125683,0.200016,0.000000
13.315278,2,9,3,4774.626769,0.200019,0.000000
13.315278,2,10,3,4773.159182,0.200020,0.000000
13.315278,2,1,4,4788.882730,0.200002,0.000000
13.315278,2,2,4,4788.292032,0.200002,0.000000
13.315278,2,3,4,4787.032678,0.200004,0.000001
13.315278,2,4,4,4784.972163,0.200006,0.000000
13.315278,2,5,4,4781.942349,0.200010,0.000000
13.315278,2,6,4,4777.844727,0.200015,0.000000
13.315278,2,7,4,4772.809198,0.200021,0.000000
13.315278,2,8,4,4767.369726,0.200027,0.000000
13.315278,2,9,4,4762.542258,0.200033,0.000000
13.315278,2,10,4,4759.630633,0.200037,0.000000
13.315278,2,1,5,4787.981613,0.200003,0.000000
13.315278,2,2,5,4787.112088,0.200004,0.000001
13.315278,2,3,5,4785.199704,0.200006,0.000000
13.315278,2,4,5,4781.942349,0.200010,0.000000
13.315278,2,5,5,4776.961385,0.200016,0.000000
13.315278,2,6,5,4769.955018,0.200024,0.000001
13.315278,2,7,5,4760.989338,0.200035,0.000000
13.315278,2,8,5,4750.888565,0.200047,0.000000
13.315278,2,9,5,4741.539044,0.200058,0.000000
13.315278,2,10,5,4735.687945,0.200065,0.000000
13.315278,2,1,6,4786.946714,0.200004,0.000000
13.315278,2,2,6,4785.675277,0.200005,0.000000
13.315278,2,3,6,4782.830996,0.200009,0.000000
13.315278,2,4,6,4777.844727,0.200015,0.000000
13.315278,2,5,6,4769.955018,0.200024,0.000001
13.315278,2,6,6,4758.414782,0.200038,0.000000
13.315278,2,7,6,4742.967359,0.200057,0.000000
13.315278,2,8,6,4724.643444,0.200079,0.000001
13.315278,2,9,6,4706.689057,0.200100,0.000000
13.315278,2,10,6,4694.807147,0.200114,0.000000
13.315278,2,1,7,4785.825748,0.200005,0.000000
13.315278,2,2,7,4784.055609,0.200007,0.000000
13.315278,2,3,7,4780.035162,0.200012,0.000000
13.315278,2,4,7,4772.809198,0.200021,0.000000
13.315278,2,5,7,4760.989338,0.200035,0.000000
13.315278,2,6,7,4742.967359,0.200057,0.000000
13.315278,2,7,7,4717.559648,0.200087,0.000001
13.315278,2,8,7,4685.403661,0.200126,0.000000
13.315278,2,9,7,4651.296298,0.200166,0.000001
13.315278,2,10,7,4626.584923,0.200196,0.000001
13.315278,2,1,8,4784.734841,0.200007,0.000000
13.315278,2,2,8,4782.431192,0.200009,0.000000
13.315278,2,3,8,4777.125683,0.200016,0.000000
13.315278,2,4,8,4767.369726,0.200027,0.000000
13.315278,2,5,8,4750.888565,0.200047,0.000000
13.315278,2,6,8,4724.643444,0.200079,0.000001
13.315278,2,7,8,4685.403661,0.200126,0.000000
13.315278,2,8,8,4631.570765,0.200190,0.000001
13.315278,2,9,8,4567.725267,0.200266,0.000001
13.315278,2,10,8,4513.849275,0.200331,0.000001
13.315278,2,1,9,4783.846715,0.200008,0.000000
13.315278,2,2,9,4781.075519,0.200011,0.000000
13.315278,2,3,9,4774.626769,0.200019,0.000000
13.315278,2,4,9,4762.542258,0.200033,0.000000
13.315278,2,5,9,4741.539044,0.200058,0.000000
13.315278,2,6,9,4706.689057,0.200100,0.000000
13.315278,2,7,9,4651.296298,0.200166,0.000001
13.315278,2,8,9,4567.725267,0.200266,0.000001
13.315278,2,9,9,4452.091679,0.200405,0.000002
13.315278,2,10,9,4325.172921,0.200557,0.000004
13.315278,2,1,10,4783.340727,0.200008,0.000000
13.315278,2,2,10,4780.294329,0.200012,0.000000
13.315278,2,3,10,4773.159182,0.200020,0.000000
13.315278,2,4,10,4759.630633,0.200037,0.000000
13.315278,2,5,10,4735.687945,0.200065,0.000000
13.315278,2,6,10,4694.807147,0.200114,0.000000
13.315278,2,7,10,4626.584923,0.200196,0.000001
13.315278,2,8,10,4513.849275,0.200331,0.000001
13.315278,2,9,10,4325.172921,0.200557,0.000004
13.315278,2,10,10,3992.873570,0.200956,0.002309
13.315278,3,1,1,4801.354019,0.199999,0.000000
13.315278,3,2,1,4800.466830,0.200000,0.000000
13.315278,3,3,1,4799.740493,0.200001,0.000002
13.315278,3,4,1,4798.967273,0.200002,0.000000
13.315278,3,5,1,4798.066175,0.200003,0.000000
13.315278,3,6,1,4797.031305,0.200004,0.000000
13.315278,3,7,1,4795.910368,0.200005,0.000000
13.315278,3,8,1,4794.819482,0.200007,0.000000
13.315278,3,9,1,4793.931367,0.200008,0.000000
13.315278,3,10,1,4793.425384,0.200008,0.000000
13.315278,3,1,2,4800.466830,0.200000,0.000000
13.315278,3,2,2,4799.999729,0.200000,0.000005
13.315278,3,3,2,4799.299147,0.200001,0.000001
13.315278,3,4,2,4798.376586,0.200002,0.000001
13.315278,3,5,2,4797.196665,0.200004,0.000002
13.315278,3,6,2,4795.759879,0.200005,0.000000
13.315278,3,7,2,4794.140227,0.200007,0.000000
13.315278,3,8,2,4792.515812,0.200009,0.000001
13.315278,3,9,2,4791.160130,0.200011,0.000000
13.315278,3,10,2,4790.378931,0.200012,0.000000
13.315278,3,1,3,4799.740493,0.200001,0.000002
13.315278,3,2,3,4799.299147,0.200001,0.000001
13.315278,3,3,3,4798.435821,0.200002,0.000002
13.315278,3,4,3,4797.117252,0.200004,0.000003
13.315278,3,5,3,4795.284297,0.200006,0.000000
13.315278,3,6,3,4792.915592,0.200009,0.000001
13.315278,3,7,3,4790.119731,0.200012,0.000001
13.315278,3,8,3,4787.210193,0.200016,0.000001
13.315278,3,9,3,4784.711208,0.200019,0.000000
13.315278,3,10,3,4783.243571,0.200020,0.000000
13.315278,3,1,4,4798.967273,0.200002,0.000000
13.315278,3,2,4,4798.376586,0.200002,0.000001
13.315278,3,3,4,4797.117252,0.200004,0.000003
13.315278,3,4,4,4795.056753,0.200006,0.000000
13.315278,3,5,4,4792.026930,0.200010,0.000001
13.315278,3,6,4,4787.929245,0.200015,0.000001
13.315278,3,7,4,4782.893574,0.200021,0.000002
13.315278,3,8,4,4777.453886,0.200027,0.000000
13.315278,3,9,4,4772.626180,0.200033,0.000000
13.315278,3,10,4,4769.714391,0.200037,0.000000
13.315278,3,1,5,4798.066175,0.200003,0.000000
13.315278,3,2,5,4797.196665,0.200004,0.000002
13.315278,3,3,5,4795.284297,0.200006,0.000000
13.315278,3,4,5,4792.026930,0.200010,0.000001
13.315278,3,5,5,4787.045882,0.200016,0.000001
13.315278,3,6,5,4780.039295,0.200024,0.000003
13.315278,3,7,5,4771.073206,0.200035,0.000000
13.315278,3,8,5,4760.971843,0.200047,0.000000
13.315278,3,9,5,4751.621676,0.200058,0.000001
13.315278,3,10,5,4745.770128,0.200065,0.000000
13.315278,3,1,6,4797.031305,0.200004,0.000000
13.315278,3,2,6,4795.759879,0.200005,0.000000
13.315278,3,3,6,4792.915592,0.200009,0.000001
13.315278,3,4,6,4787.929245,0.200015,0.000001
13.315278,3,5,6,4780.039295,0.200024,0.000003
13.315278,3,6,6,4768.498521,0.200038,0.000000
13.315278,3,7,6,4753.050144,0.200057,0.000001
13.315278,3,8,6,4734.724841,0.200079,0.000002
13.315278,3,9,6,4716.768881,0.200100,0.000000
13.315278,3,10,6,4704.885826,0.200114,0.000000
13.315278,3,1,7,4795.910368,0.200005,0.000000
13.315278,3,2,7,4794.140227,0.200007,0.000000
13.315278,3,3,7,4790.119731,0.200012,0.000001
13.315278,3,4,7,4782.893574,0.200021,0.000002
13.315278,3,5,7,4771.073206,0.200035,0.000000
13.315278,3,6,7,4753.050144,0.200057,0.000001
13.315278,3,7,7,4727.640489,0.200087,0.000002
13.315278,3,8,7,4695.481559,0.200126,0.000001
13.315278,3,9,7,4661.370632,0.200166,0.000001
13.315278,3,10,7,4636.656426,0.200196,0.000001
13.315278,3,1,8,4794.819482,0.200007,0.000000
13.315278,3,2,8,4792.515812,0.200009,0.000001
13.315278,3,3,8,4787.210193,0.200016,0.000001
13.315278,3,4,8,4777.453886,0.200027,0.000000
13.315278,3,5,8,4760.971843,0.200047,0.000000
13.315278,3,6,8,4734.724841,0.200079,0.000002
13.315278,3,7,8,4695.481559,0.200126,0.000001
13.315278,3,8,8,4641.642997,0.200190,0.000002
13.315278,3,9,8,4577.789888,0.200267,0.000001
13.315278,3,10,8,4523.906804,0.200331,0.000002
13.315278,3,1,9,4793.931367,0.200008,0.000000
13.315278,3,2,9,4791.160130,0.200011,0.000000
13.315278,3,3,9,4784.711208,0.200019,0.000000
13.315278,3,4,9,4772.626180,0.200033,0.000000
13.315278,3,5,9,4751.621676,0.200058,0.000001
13.315278,3,6,9,4716.768881,0.200100,0.000000
13.315278,3,7,9,4661.370632,0.200166,0.000001
13.315278,3,8,9,4577.789888,0.200267,0.000001
13.315278,3,9,9,4462.141011,0.200405,0.000002
13.315278,3,10,9,4335.188983,0.200557,0.000004
13.315278,3,1,10,4793.425384,0.200008,0.000000
13.315278,3,2,10,4790.378931,0.200012,0.000000
13.315278,3,3,10,4783.243571,0.200020,0.000000
13.315278,3,4,10,4769.714391,0.200037,0.000000
13.315278,3,5,10,4745.770128,0.200065,0.000000
13.315278,3,6,10,4704.885826,0.200114,0.000000
13.315278,3,7,10,4636.656426,0.200196,0.000001
13.315278,3,8,10,4523.906804,0.200331,0.000002
13.315278,3,9,10,4335.188983,0.200557,0.000004
13.315278,3,10,10,3999.197185,0.200961,0.001856
15.485278,1,1,1,4784.390631,0.199999,0.000989
15.485278,1,2,1,4783.395695,0.200001,0.000005
15.485278,1,3,1,4782.401525,0.200002,0.000007
15.485278,1,4,1,4781.240690,0.200003,0.000000
15.485278,1,5,1,4779.880173,0.200005,0.000000
15.485278,1,6,1,4778.321053,0.200007,0.000001
15.485278,1,7,1,4776.649205,0.200009,0.000000
15.485278,1,8,1,4775.048770,0.200011,0.000001
15.485278,1,9,1,4773.762216,0.200012,0.000000
15.485278,1,10,1,4773.041443,0.200013,0.000000
15.485278,1,1,2,4783.395695,0.200001,0.000005
15.485278,1,2,2,4782.735736,0.200001,0.000011
15.485278,1,3,2,4781.724951,0.200003,0.000004
15.485278,1,4,2,4780.355859,0.200004,0.000002
15.485278,1,5,2,4778.616424,0.200006,0.000005
15.485278,1,6,2,4776.536868,0.200009,0.000002
15.485278,1,7,2,4774.235563,0.200012,0.000002
15.485278,1,8,2,4771.972851,0.200014,0.000002
15.485278,1,9,2,4770.120823,0.200016,0.000001
15.485278,1,10,2,4769.072659,0.200018,0.000001
15.485278,1,1,3,4782.401525,0.200002,0.000007
15.485278,1,2,3,4781.724951,0.200003,0.000004
15.485278,1,3,3,4780.442654,0.200004,0.000003
15.485278,1,4,3,4778.529815,0.200006,0.000006
15.485278,1,5,3,4775.922648,0.200010,0.000000
15.485278,1,6,3,4772.646958,0.200013,0.000001
15.485278,1,7,3,4768.892840,0.200018,0.000003
15.485278,1,8,3,4765.087504,0.200022,0.000003
15.485278,1,9,3,4761.893903,0.200026,0.000000
15.485278,1,10,3,4760.046827,0.200029,0.000001
15.485278,1,1,4,4781.240690,0.200003,0.000000
15.485278,1,2,4,4780.355859,0.200004,0.000002
15.485278,1,3,4,4778.529815,0.200006,0.000006
15.485278,1,4,4,4775.627123,0.200010,0.000000
15.485278,1,5,4,4771.492215,0.200015,0.000002
15.485278,1,6,4,4766.087879,0.200021,0.000004
15.485278,1,7,4,4759.666861,0.200029,0.000004
15.485278,1,8,4,4752.936887,0.200037,0.000000
15.485278,1,9,4,4747.109964,0.200044,0.000000
15.485278,1,10,4,4743.651846,0.200048,0.000001
15.485278,1,1,5,4779.880173,0.200005,0.000000
15.485278,1,2,5,4778.616424,0.200006,0.000005
15.485278,1,3,5,4775.922648,0.200010,0.000000
15.485278,1,4,5,4771.492215,0.200015,0.000002
15.485278,1,5,5,4764.962341,0.200023,0.000004
15.485278,1,6,5,4756.121230,0.200033,0.000007
15.485278,1,7,5,4745.211821,0.200046,0.000000
15.485278,1,8,5,4733.311038,0.200061,0.000000
15.485278,1,9,5,4722.582700,0.200073,0.000002
15.485278,1,10,5,4715.993204,0.200081,0.000000
15.485278,1,1,6,4778.321053,0.200007,0.000001
15.485278,1,2,6,4776.536868,0.200009,0.000002
15.485278,1,3,6,4772.646958,0.200013,0.000001
15.485278,1,4,6,4766.087879,0.200021,0.000004
15.485278,1,5,6,4756.121230,0.200033,0.000007
15.485278,1,6,6,4742.123000,0.200050,0.000000
15.485278,1,7,6,4724.093357,0.200072,0.000004
15.485278,1,8,6,4703.426241,0.200096,0.000005
15.485278,1,9,6,4683.751424,0.200120,0.000000
15.485278,1,10,6,4671.007916,0.200135,0.000000
15.485278,1,1,7,4776.649205,0.200009,0.000000
15.485278,1,2,7,4774.235563,0.200012,0.000002
15.485278,1,3,7,4768.892840,0.200018,0.000003
15.485278,1,4,7,4759.666861,0.200029,0.000004
15.485278,1,5,7,4745.211821,0.200046,0.000000
15.485278,1,6,7,4724.093357,0.200072,0.000004
15.485278,1,7,7,4695.500138,0.200106,0.000005
15.485278,1,8,7,4660.611182,0.200148,0.000001
15.485278,1,9,7,4624.759545,0.200191,0.000001
15.485278,1,10,7,4599.427731,0.200221,0.000002
15.485278,1,1,8,4775.048770,0.200011,0.000001
15.485278,1,2,8,4771.972851,0.200014,0.000002
15.485278,1,3,8,4765.087504,0.200022,0.000003
15.485278,1,4,8,4752.936887,0.200037,0.000000
15.485278,1,5,8,4733.311038,0.200061,0.000000
15.485278,1,6,8,4703.426241,0.200096,0.000005
15.485278,1,7,8,4660.611182,0.200148,0.000001
15.485278,1,8,8,4604.133538,0.200215,0.000003
